bench_equity,bench_drawdown,patchtst_equity,patchtst_drawdown
1.0265075,-0.0042708516,1.1704511035100462,0.0
1.0244635,-0.0062535405,1.1681206137909088,-0.001991103867687083
1.0211989,-0.009420335,1.1643982046439576,-0.0051714239475162405
1.016192,-0.014277101,1.1689656988199941,-0.0012690873506783218
1.0179496,-0.012572169,1.169817058864412,-0.0005417096397558607
1.0056589,-0.02449435,1.1829304885702563,0.0
1.004686,-0.02543807,1.1806049965347292,-0.0019658737837907614
1.0095007,-0.020767689,1.1737999414795917,-0.007718582942012331
1.0110945,-0.019221783,1.1744780113917788,-0.007145370975004228
1.0101478,-0.020140052,1.1733784047727864,-0.008074932457793782
1.010697,-0.019607306,1.1715686165758137,-0.009604851767896383
1.0101902,-0.020098865,1.1698107687104873,-0.011090862892228048
1.0109735,-0.019339144,1.1677361683615506,-0.012844643329017802
1.0115001,-0.018828273,1.1671767781466018,-0.013317528439642401
1.01012,-0.020166993,1.1655842337755709,-0.01466379889798164
1.0100249,-0.020259261,1.164528948480055,-0.015555892986106268
1.0103586,-0.019935608,1.1637494148737295,-0.016214878119939158
1.0181178,-0.012409031,1.1726865391448338,-0.00865980674638267
1.0146818,-0.015741944,1.1687290205815344,-0.012005327553850087
1.0209022,-0.0097081065,1.175893752196389,-0.005948562863040352
1.0226376,-0.008024693,1.1778925936694027,-0.004258825813968636
1.0195676,-0.01100266,1.1743565299643404,-0.007248066297013578
1.0156499,-0.014802873,1.1698440348930712,-0.011062741051675817
1.0123833,-0.017971516,1.1724456554348202,-0.008863439768222237
1.0101779,-0.020110905,1.1750053459604979,-0.006699584368086708
1.0121062,-0.018240392,1.172766753494765,-0.008591996887133746
1.0087273,-0.021517932,1.1766949777405025,-0.005271240271514488
1.0141784,-0.016230285,1.1703704026216675,-0.010617771770993545
1.016719,-0.0137658715,1.1674458855580636,-0.01309003628007599
1.0121567,-0.018191338,1.1610456058254834,-0.018500565296295624
1.016864,-0.013625264,1.1664453490726754,-0.013935848012088692
1.0182766,-0.012255013,1.1680657117142141,-0.01256606115039638
1.0131669,-0.017211437,1.1622044169103272,-0.01752095483224847
1.0163265,-0.014146566,1.1658288389347524,-0.014457019918536096
1.0195414,-0.011028111,1.1695165311565543,-0.011339599024043023
1.0196633,-0.010909796,1.169656476438345,-0.011221295131174425
1.0447053,0.0,1.198382042386558,0.0
1.0398813,-0.004617512,1.192848466114745,-0.004617539379005664
1.0383904,-0.0060446262,1.191138238217762,-0.0060446534682463415
1.0398439,-0.0046533346,1.1928056782903493,-0.004653244039858562
1.0378808,-0.0065324306,1.193867574111628,-0.0037671361179107965
1.0415118,-0.0030568242,1.196846944796972,-0.0012809751275385528
1.0592124,0.0,1.2171876186174555,0.0
1.0845302,0.0,1.2462813765854341,0.0
1.0926794,0.0,1.2556459439469791,0.0
1.098711,0.0,1.2625770347150473,0.0
1.101469,0.0,1.265746506184409,0.0
1.0928748,-0.007802546,1.2558703632327735,-0.007802623118753238
1.1041512,0.0,1.2688286387841132,0.0
1.0987183,-0.0049204826,1.2625854148493985,-0.004920462656562874
1.1010251,-0.0028312802,1.2652363277655077,-0.0028312026611000407
1.1006284,-0.003190577,1.2647805074171494,-0.0031904476642670154
1.1013577,-0.0025300384,1.265618559403746,-0.0025299550169701757
1.0947204,-0.008541286,1.2579912227517511,-0.008541276340315984
1.0989361,-0.004723251,1.2519127670637613,-0.013331880447277733
1.0977118,-0.0058320165,1.2533090410524788,-0.012231437135992174
1.1008306,-0.0030074716,1.255613554967186,-0.010415184062672833
1.1031246,-0.00092977285,1.2582302696870151,-0.008352876640027818
1.1038071,-0.0003116727,1.2590087796053648,-0.007739310793109522
1.1094185,0.0,1.2654090672918565,-0.0026950617189201997
1.1121187,0.0,1.2684889850830317,-0.000267690758782857
1.1132926,0.0,1.2698278387838915,0.0
1.1288449,0.0,1.2875669034695052,0.0
1.1474092,0.0,1.3087416062332975,0.0
1.1355479,-0.010337472,1.295212317032618,-0.010337632070564595
1.1206927,-0.023284197,1.3110688911918513,0.0
1.1212647,-0.022785664,1.3104001268607997,-0.0005100909155457689
1.1203464,-0.023585975,1.3114742201432796,0.0
1.0951732,-0.045525134,1.3416190422425824,0.0
1.0917205,-0.048534334,1.3458623262865035,0.0
1.094851,-0.04580599,1.3483724919629718,0.0
1.0880961,-0.051693022,1.3400535317715376,-0.00616963060357556
1.0883266,-0.051492214,1.3403372203524002,-0.005959237271945361
1.1008725,-0.04055804,1.3557883462091431,0.0
1.0982976,-0.042802155,1.352617343571284,-0.002338862586277135
1.1049031,-0.0370453,1.3431870271135502,-0.009294458925559357
1.1103235,-0.032321215,1.3484273003138356,-0.0054293473726112484
1.1133778,-0.02965933,1.3521364414323676,-0.0026935655458217855
1.1146342,-0.028564394,1.3536623323539436,-0.001568101585431081
1.1090276,-0.033450663,1.3468533849999231,-0.006590233080408625
1.104338,-0.037537754,1.3411582014912717,-0.010790876583928521
1.1060483,-0.03604716,1.343235297769179,-0.009258855539703625
1.1030872,-0.038627923,1.3454949586278402,-0.007592178830924334
1.1113794,-0.03140104,1.3542543588141398,-0.0011314357431175814
1.1121055,-0.030768216,1.3551391432797855,-0.00047883796255721034
1.1141425,-0.028992832,1.3576213697271486,0.0
1.1239167,-0.020474374,1.3695316142030622,0.0
1.1156566,-0.027673304,1.359466237264948,-0.007349503168622595
